id,species_id,rectangle_id,week_of_year,quarter,base_frequency,confidence_level,optimal_temp_min,optimal_temp_max,optimal_wind_max,optimal_depth_min,optimal_depth_max,data_source,last_survey_year,sample_size,created_at,updated_at,user_reported_count,last_user_report,community_confidence
afd0b0ea-c67f-4196-9105-921b26dd015a,26d87332-7073-45fc-aefb-965432c5812b,c3811196-5171-4ec7-b644-4fad8187ab9c,22,3,0.418,0.75,8.0,18.0,15,,,batch_1_first_half,2024,59,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
32a6e835-9f6e-4cfd-a1e7-543fd4332e26,26d87332-7073-45fc-aefb-965432c5812b,c3811196-5171-4ec7-b644-4fad8187ab9c,23,3,0.418,0.75,8.0,18.0,15,,,batch_1_first_half,2024,60,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
308c7ad2-53d5-4286-8fd4-5aeb22f44539,26d87332-7073-45fc-aefb-965432c5812b,c3811196-5171-4ec7-b644-4fad8187ab9c,24,3,0.418,0.75,8.0,18.0,15,,,batch_1_first_half,2024,61,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
d27855e0-e95e-4fe1-965c-25bfb55e72f0,26d87332-7073-45fc-aefb-965432c5812b,c3811196-5171-4ec7-b644-4fad8187ab9c,25,3,0.440,0.75,8.0,18.0,15,,,batch_1_first_half,2024,62,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
93f10509-63e0-4ac9-b751-2828107a42d6,26d87332-7073-45fc-aefb-965432c5812b,c3811196-5171-4ec7-b644-4fad8187ab9c,26,3,0.440,0.75,8.0,18.0,15,,,batch_1_first_half,2024,63,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
796beec0-13fa-4f1b-99c3-009a7fc4a423,26d87332-7073-45fc-aefb-965432c5812b,c3811196-5171-4ec7-b644-4fad8187ab9c,27,3,0.440,0.75,8.0,18.0,15,,,batch_1_first_half,2024,64,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
066727fa-5ac3-4fb8-9e1f-e68d1c328753,26d87332-7073-45fc-aefb-965432c5812b,c3811196-5171-4ec7-b644-4fad8187ab9c,28,3,0.440,0.75,8.0,18.0,15,,,batch_1_first_half,2024,65,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
73bc4073-1112-4091-82c9-258591900805,26d87332-7073-45fc-aefb-965432c5812b,c3811196-5171-4ec7-b644-4fad8187ab9c,29,3,0.440,0.75,8.0,18.0,15,,,batch_1_first_half,2024,66,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
daa21e68-0f1e-4a81-8058-6ad98ab9c99a,26d87332-7073-45fc-aefb-965432c5812b,c3811196-5171-4ec7-b644-4fad8187ab9c,30,3,0.440,0.75,8.0,18.0,15,,,batch_1_first_half,2024,67,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
f81eb1f6-de4f-4af0-8917-3a392a9ecc7e,26d87332-7073-45fc-aefb-965432c5812b,c3811196-5171-4ec7-b644-4fad8187ab9c,31,3,0.440,0.75,8.0,18.0,15,,,batch_1_first_half,2024,68,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
ea28dc07-5a26-4100-8350-ef52d23d1596,26d87332-7073-45fc-aefb-965432c5812b,c3811196-5171-4ec7-b644-4fad8187ab9c,32,3,0.396,0.75,8.0,18.0,15,,,batch_1_first_half,2024,69,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
78736b2b-d7e1-4cc1-b0eb-43d00ffba78c,26d87332-7073-45fc-aefb-965432c5812b,c3811196-5171-4ec7-b644-4fad8187ab9c,33,3,0.396,0.75,8.0,18.0,15,,,batch_1_first_half,2024,70,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
b5a34ff3-bf58-49a1-996c-0509dac640cf,26d87332-7073-45fc-aefb-965432c5812b,c3811196-5171-4ec7-b644-4fad8187ab9c,34,3,0.396,0.75,8.0,18.0,15,,,batch_1_first_half,2024,71,2025-09-27 10:09:39.272251+00,2025-09-27 10:09:39.272251+00,0,,
